Name,No. of Reviews,Area,Est. Price ($),Categories,URL
Hi Tea (Far East Plaza),37,Orchard,5,"Desserts, 1-for-1 Deals, Burpple Beyond",https://www.burpple.com/hi-tea-singapore?bp_ref=%2Fsearch%2Fsg
Indigo Blue Kitchen,9,Orchard,40,Peranakan,https://www.burpple.com/indigobluekitchen?bp_ref=%2Fsearch%2Fsg
Wholesome Savour,10,Orchard,25,"Vegetarian, Desserts, Cakes, Healthy, 1-for-1 Deals",https://www.burpple.com/wholesome-savour?bp_ref=%2Fsearch%2Fsg
Tenkaichi Japanese BBQ Restaurant (Cineleisure),11,Orchard,70,"Buffets, 1-for-1 Deals, Good For Groups, Japanese, BBQ",https://www.burpple.com/tenkaichi-yakiniku-restaurant-cineleisure?bp_ref=%2Fsearch%2Fsg
Riz Labo Kitchen (Japan Food Town),30,Orchard,20,"Japanese, Desserts",https://www.burpple.com/riz-labo-kitchen?bp_ref=%2Fsearch%2Fsg
Dancing Fish Signature,52,Orchard,30,"Seafood, Malay, Indonesian",https://www.burpple.com/dancing-fish-signature-singapore?bp_ref=%2Fsearch%2Fsg
Picnic,117,Orchard,15,"Good For Groups, Cafes & Coffee, Japanese, Western",https://www.burpple.com/picnic-1?bp_ref=%2Fsearch%2Fsg
Little Damage (Wheelock Place),7,Orchard,5,"Ice Cream & Yoghurt, Desserts, Newly Opened",https://www.burpple.com/little-damage?bp_ref=%2Fsearch%2Fsg
FOC PIM PAM,153,Orchard,40,"Spanish, Dinner with Drinks, Mediterranean",https://www.burpple.com/foc-pim-pam?bp_ref=%2Fsearch%2Fsg
Salt Grill & Sky Bar,254,Orchard,40,"Great View, Date Night, Western, Dinner with Drinks, Fine Dining",https://www.burpple.com/salt-grill-sky-bar?bp_ref=%2Fsearch%2Fsg
I Want My Noodle,115,Orchard,20,"Cheap & Good, Chinese",https://www.burpple.com/i-want-my-noodle?bp_ref=%2Fsearch%2Fsg
Frunatic,2,Orchard,,"Healthy, 1-for-1 Deals, Fine Dining",https://www.burpple.com/frunatic?bp_ref=%2Fsearch%2Fsg
Korat Thai Cafe,33,Orchard,15,"Thai, Supper",https://www.burpple.com/korat-thai-cafe-orchard-tower?bp_ref=%2Fsearch%2Fsg
Halcyon & Crane,83,Orchard,30,"Cafes & Coffee, Breakfast & Brunch",https://www.burpple.com/halcyon-crane?bp_ref=%2Fsearch%2Fsg
Shashlik Restaurant,75,Orchard,40,"Russian, Hidden Gem, Good For Groups",https://www.burpple.com/shashlik-restaurant?bp_ref=%2Fsearch%2Fsg
Imperial Treasure Fine Teochew Cuisine (ION Orchard),20,Orchard,120,"Dim Sum, Michelin Guide Singapore 2018, Good For Groups, Chinese, Michelin Guide Singapore 2017",https://www.burpple.com/imperial-treasure-fine-teochew-cuisine?bp_ref=%2Fsearch%2Fsg
Mui Kee Congee,149,Orchard,15,"Rainy Day Comforts, Hawker Food, Chinese",https://www.burpple.com/mui-kee-singapore?bp_ref=%2Fsearch%2Fsg
Niku Kappo,80,Orchard,30,"Sushi, Dinner with Drinks, Japanese",https://www.burpple.com/niku-kappo?bp_ref=%2Fsearch%2Fsg
Takashimaya Food Hall,338,Orchard,10,Japanese,https://www.burpple.com/b2-food-hall-takashimaya?bp_ref=%2Fsearch%2Fsg
HEYTEA (ION Orchard),179,Orchard,5,"Ice Cream & Yoghurt, Desserts",https://www.burpple.com/hey-tea?bp_ref=%2Fsearch%2Fsg
RedRing Treasures (Takashimaya),1,Orchard,10,Hawker Food,https://www.burpple.com/redring-treasures-takashimaya?bp_ref=%2Fsearch%2Fsg
Thai Baàng (Orchard Xchange),14,Orchard,5,"Thai, Bread",https://www.burpple.com/thai-baang-orchard?bp_ref=%2Fsearch%2Fsg
Komyuniti,15,Orchard,25,"Bars, Western, Cocktails, Newly Opened",https://www.burpple.com/komyunitisg?bp_ref=%2Fsearch%2Fsg
Ha-Oh Hototogisu (Paragon),16,Orchard,20,"Ramen, Japanese",https://www.burpple.com/ha-oh-hototogisu?bp_ref=%2Fsearch%2Fsg
The Marmalade Pantry (ION Orchard),378,Orchard,35,"Pasta, Cafes & Coffee, Desserts, Breakfast & Brunch, Newly Opened",https://www.burpple.com/the-marmalade-pantry-ion-orchard?bp_ref=%2Fsearch%2Fsg
Queensway Lau Tan Tutu Kueh (ION Orchard),4,Orchard,3,"Local Delights, Desserts",https://www.burpple.com/queensway-lau-tan-tutu-kueh-at-ion-orchard?bp_ref=%2Fsearch%2Fsg
Gelatissimo (Shaw House),10,Orchard,10,"Ice Cream & Yoghurt, Desserts, 1-for-1 Deals",https://www.burpple.com/gelatissimo-3?bp_ref=%2Fsearch%2Fsg
D'Good Café (Ngee Ann City),120,Orchard,25,"Breakfast & Brunch, Cafes & Coffee, Desserts, Western",https://www.burpple.com/dgood-cafe-5?bp_ref=%2Fsearch%2Fsg
PS.Cafe (Paragon),187,Orchard,40,"Breakfast & Brunch, Good For Groups, Cafes & Coffee, Desserts, Western",https://www.burpple.com/pscafe-at-paragon?bp_ref=%2Fsearch%2Fsg
New Station Snack Bar,121,Orchard,10,"Hidden Gem, Zi Char, Cheap & Good, Hawker Food",https://www.burpple.com/new-station-snack-bar?bp_ref=%2Fsearch%2Fsg
Johan Paris (Shaw House),23,Orchard,5,"Bread, Desserts",https://www.burpple.com/johan-paris-1?bp_ref=%2Fsearch%2Fsg
Kra Pow Thai Street Food,227,Orchard,10,"Hidden Gem, Thai, Cheap & Good",https://www.burpple.com/krapow-thai-street-food?bp_ref=%2Fsearch%2Fsg
Tarte By Cheryl Koh,278,Orchard,10,Desserts,https://www.burpple.com/tarte-by-cheryl-koh?bp_ref=%2Fsearch%2Fsg
Imperial Treasure Super Peking Duck Restaurant (Paragon),163,Orchard,55,"Dim Sum, Chinese",https://www.burpple.com/imperial-treasure-peking-duck?bp_ref=%2Fsearch%2Fsg
Starbucks (Liat Towers),67,Orchard,10,Cafes & Coffee,https://www.burpple.com/starbucks-143?bp_ref=%2Fsearch%2Fsg
Seizan Uni Ramen (Wisma Atria),1,Orchard,20,"Ramen, Japanese, Newly Opened",https://www.burpple.com/seizan-uni-ramen-picnic-wisma-atria?bp_ref=%2Fsearch%2Fsg
DC Super Heroes Cafe (Takashimaya),31,Orchard,40,"Interesting, Pizza, Western, Desserts, 1-for-1 Deals, Burgers, Halal",https://www.burpple.com/dcshcafetaka?bp_ref=%2Fsearch%2Fsg
Shatoburian,8,Orchard,100,"BBQ, Japanese",https://www.burpple.com/shatoburian?bp_ref=%2Fsearch%2Fsg
IL DEN,8,Somerset,75,"Hidden Gem, Pasta, Italian, Dinner with Drinks",https://www.burpple.com/il-den?bp_ref=%2Fsearch%2Fsg
Yan Ji Seafood Soup (Far East Plaza),23,Orchard,10,"Soup, Seafood, Hawker Food",https://www.burpple.com/yan-ji-seafood-soup-far-east-plaza?bp_ref=%2Fsearch%2Fsg
Le Shrimp Ramen (Paragon),61,Orchard,20,"Ramen, Chinese",https://www.burpple.com/le-shrimp-ramen?bp_ref=%2Fsearch%2Fsg
White Rose Café,179,Orchard,35,"Buffets, Local Delights, Good For Groups, Cafes & Coffee",https://www.burpple.com/white-rose-cafe?bp_ref=%2Fsearch%2Fsg
Wonderland Savour,10,Orchard,30,"High Tea, Cakes, Desserts, Cafes & Coffee, European",https://www.burpple.com/wonderland-savour?bp_ref=%2Fsearch%2Fsg
21 CUBE Artisan Ice Cream (*SCAPE),34,Orchard,5,"Ice Cream & Yoghurt, Desserts",https://www.burpple.com/21-cube-artisan-ice-cream?bp_ref=%2Fsearch%2Fsg
Kind Kones,35,Orchard,10,"Vegetarian, Ice Cream & Yoghurt, Desserts, Healthy",https://www.burpple.com/kindkonessg?bp_ref=%2Fsearch%2Fsg
Ben's Cookies (Wisma Atria),56,Orchard,5,Desserts,https://www.burpple.com/bens-cookies-singapore?bp_ref=%2Fsearch%2Fsg
Tai Cheong Bakery (Takashimaya),133,Orchard,10,Desserts,https://www.burpple.com/tai-cheong-bakery-takashimaya?bp_ref=%2Fsearch%2Fsg
HANA,155,Orchard,30,"Sushi, Japanese",https://www.burpple.com/hana-2?bp_ref=%2Fsearch%2Fsg
Tenjin,5,Orchard,20,Japanese,https://www.burpple.com/tenjin-restaurant?bp_ref=%2Fsearch%2Fsg
Glow Cafe,1,Orchard,,"Salads, Healthy",https://www.burpple.com/glow-sg?bp_ref=%2Fsearch%2Fsg
Sun With Moon,284,Orchard,35,"Sushi, Chirashi, Good For Groups, Japanese",https://www.burpple.com/sun-with-moon-japanese-dining-caf?bp_ref=%2Fsearch%2Fsg
Ya Kun Kaya Toast (Paragon),6,Orchard,5,"Local Delights, Bread, Cafes & Coffee",https://www.burpple.com/ya-kun-kaya-toast-paragon?bp_ref=%2Fsearch%2Fsg
LiXin Teochew Fishball Noodle (ION Orchard),32,Orchard,10,"Kopitiam, Hawker Food",https://www.burpple.com/li-xin-teochew-fish-ball-noodles-food-opera-ion-orchard?bp_ref=%2Fsearch%2Fsg
Marugame Udon & Tempura (ION Orchard),60,Orchard,15,Japanese,https://www.burpple.com/marugame-singapore?bp_ref=%2Fsearch%2Fsg
4Fingers Crispy Chicken (ION Orchard),130,Orchard,15,"Korean, Korean Fried Chicken, Fast Food, Halal",https://www.burpple.com/4-fingers-crispy-chicken-2?bp_ref=%2Fsearch%2Fsg
Honeymoon Dessert (ION Orchard),19,Orchard,5,Desserts,https://www.burpple.com/honeymoon-dessert-ion-orchard?bp_ref=%2Fsearch%2Fsg
Tori Q (ION Orchard),19,Orchard,10,"Fast Food, Japanese",https://www.burpple.com/tori-q-ion?bp_ref=%2Fsearch%2Fsg
Taste Paradise,166,Orchard,50,"Burpple Guides, Dim Sum, Good For Groups, Chinese",https://www.burpple.com/taste-paradise?bp_ref=%2Fsearch%2Fsg
Greenview Cafe,37,Orchard,5,"Cheap & Good, Hawker Food",https://www.burpple.com/greenview-cafe-far-east-plaza?bp_ref=%2Fsearch%2Fsg
Bistro Du Vin,272,Orchard,45,"French, European",https://www.burpple.com/bistro-du-vin?bp_ref=%2Fsearch%2Fsg
Hua Yi Kitchen,15,Orchard,15,"Dim Sum, Chinese",https://www.burpple.com/hua-yi-kitchen?bp_ref=%2Fsearch%2Fsg
Samurice (Wisma Atria),5,Orchard,5,"Sushi, Japanese",https://www.burpple.com/samurice-wisma-atria?bp_ref=%2Fsearch%2Fsg
SAPPORO Petit Doughnut,4,Orchard,5,"Japanese, Desserts",https://www.burpple.com/sapporo-petit-doughnut?bp_ref=%2Fsearch%2Fsg
Matsuzo Potato,4,Orchard,5,"Desserts, Japanese",https://www.burpple.com/matsuzo-potato?bp_ref=%2Fsearch%2Fsg
Japan Foods Garden,32,Orchard,15,"Good For Groups, Japanese",https://www.burpple.com/japan-foods-garden?bp_ref=%2Fsearch%2Fsg
Run Run Sushi,0,Orchard,10,"Sushi, Japanese, Salads",https://www.burpple.com/runrunsushi?bp_ref=%2Fsearch%2Fsg
Good Morning Nanyang Cafe (Far East Plaza),5,Orchard,5,"Local Delights, Bread, Cafes & Coffee, Breakfast & Brunch",https://www.burpple.com/good-morning-nanyang-cafe-at-far-east-plaza?bp_ref=%2Fsearch%2Fsg
Four Seasons Durians (Takashimaya),2,Orchard,5,"Ice Cream & Yoghurt, Desserts, Halal",https://www.burpple.com/four-seasons-durian?bp_ref=%2Fsearch%2Fsg
Donq,73,Orchard,5,Bread,https://www.burpple.com/boulangerie-donq-franaise?bp_ref=%2Fsearch%2Fsg
Gyu Jin (Japan Food Town),20,Orchard,35,"Steamboat, Rainy Day Comforts, Buffets, Japanese",https://www.burpple.com/shabushabu-sukiyaki?bp_ref=%2Fsearch%2Fsg
Da Long Yi Hotpot,3,Orchard,,"Steamboat, Rainy Day Comforts, Supper, Chinese",https://www.burpple.com/da-long-yi-hotpot?bp_ref=%2Fsearch%2Fsg
Magosaburo,31,Orchard,100,"Japanese, Date Night, BBQ",https://www.burpple.com/magosaburou?bp_ref=%2Fsearch%2Fsg
Xing Fu Tang (Takashimaya),2,Orchard,5,"Taiwanese, Desserts, Newly Opened",https://www.burpple.com/xing-fu-tang-takashimaya?bp_ref=%2Fsearch%2Fsg
The Other Room,19,Orchard,50,"Bars, Late Night, Cocktails",https://www.burpple.com/the-other-room?bp_ref=%2Fsearch%2Fsg
Crystal Jade Hong Kong Kitchen (Takashimaya Shopping Centre),77,Orchard,25,"Good For Groups, Chinese",https://www.burpple.com/crystal-jade-kitchen-14?bp_ref=%2Fsearch%2Fsg
The Coffee Bean & Tea Leaf (Wisma Atria),1,Orchard,15,"Breakfast & Brunch, Cafes & Coffee",https://www.burpple.com/the-coffee-bean-tea-leaf-wisma-atria?bp_ref=%2Fsearch%2Fsg
Yolé (Wisma Atria),30,Orchard,5,"Ice Cream & Yoghurt, Desserts",https://www.burpple.com/yole-singapore?bp_ref=%2Fsearch%2Fsg
Jumbo Seafood (ION Orchard),31,Orchard,50,"Dim Sum, Seafood, Good For Groups, Chinese",https://www.burpple.com/jumbo-ion-orchad?bp_ref=%2Fsearch%2Fsg
Chalk Farm (Paragon),65,Orchard,10,"Cakes, Desserts",https://www.burpple.com/chalk-farm?bp_ref=%2Fsearch%2Fsg
LeTAO Singapore,22,Orchard,35,"Desserts, Cakes, Japanese",https://www.burpple.com/letao-singapore?bp_ref=%2Fsearch%2Fsg
Bar Canary,12,Orchard,20,"Bars, Late Night, Cocktails",https://www.burpple.com/bar-canary?bp_ref=%2Fsearch%2Fsg
Toss & Turn (ION Orchard),104,Orchard,15,"Vegetarian, Salads, Healthy, Sandwiches",https://www.burpple.com/toss-and-turn-ion?bp_ref=%2Fsearch%2Fsg
Uma Uma (Forum The Shopping Mall),90,Orchard,20,"Burpple Guides, Ramen, Japanese",https://www.burpple.com/uma-uma-original-hakata-ramen?bp_ref=%2Fsearch%2Fsg
The Connoisseur Concerto (International Building),135,Orchard,20,"Western, Breakfast & Brunch, Cafes & Coffee",https://www.burpple.com/tcc-international-bldg-orchard?bp_ref=%2Fsearch%2Fsg
St. Leaven,10,Orchard,,Bread,https://www.burpple.com/st-leaven-takashimaya-b2?bp_ref=%2Fsearch%2Fsg
Coocaça (Liat Towers),53,Orchard,10,"Ice Cream & Yoghurt, Desserts, Healthy",https://www.burpple.com/coocaca-2?bp_ref=%2Fsearch%2Fsg
Mini One,28,Orchard,5,"Desserts, Bread",https://www.burpple.com/mini-one?bp_ref=%2Fsearch%2Fsg
Wan Hao Chinese Restaurant (Singapore Marriott Tang Plaza Hotel),162,Orchard,60,"Seafood, Dim Sum, Buffets, Chinese",https://www.burpple.com/wan-hao-chinese-restaurant?bp_ref=%2Fsearch%2Fsg
Koh Grill & Sushi Bar,777,Orchard,30,"Burpple Guides, Sushi, Japanese",https://www.burpple.com/koh-grill-sushi-bar?bp_ref=%2Fsearch%2Fsg
Pete's Place (Grand Hyatt Singapore),118,Orchard,40,"Pizza, Pasta, Italian, Buffets, Good For Groups",https://www.burpple.com/petes-place?bp_ref=%2Fsearch%2Fsg
Butter Studio (Takashimaya),23,Orchard,10,"Cakes, Desserts, Halal",https://www.burpple.com/butter-studio-2?bp_ref=%2Fsearch%2Fsg
Rang Mang Shokudo (Japan Food Town),34,Orchard,20,"Dinner with Drinks, Japanese",https://www.burpple.com/rang-mang-shokudo-at-japanese-food-town-singapore?bp_ref=%2Fsearch%2Fsg
COCA Restaurant (Ngee Ann City),21,Orchard,70,"Thai, Buffets, Steamboat, Rainy Day Comforts, Good For Groups",https://www.burpple.com/coca-suki-restaurant-2?bp_ref=%2Fsearch%2Fsg
The Horse's Mouth,21,Orchard,60,"Ramen, Bars, Japanese, Dinner with Drinks, Cocktails, Late Night",https://www.burpple.com/the-horses-mouth?bp_ref=%2Fsearch%2Fsg
Sushi Kimura,355,Orchard,250,"Sushi, Michelin Guide Singapore 2018, Date Night, Japanese, Fine Dining",https://www.burpple.com/sushi-kimura?bp_ref=%2Fsearch%2Fsg
Ollella (Takashimaya),27,Orchard,10,Desserts,https://www.burpple.com/ollella-1?bp_ref=%2Fsearch%2Fsg
Aoki,122,Orchard,125,"Burpple Guides, Sushi, Date Night, Japanese",https://www.burpple.com/aoki-by-les-amis?bp_ref=%2Fsearch%2Fsg
Saveur (Far East Plaza),367,Orchard,20,"French, Cheap & Good",https://www.burpple.com/saveur-1?bp_ref=%2Fsearch%2Fsg
Food Opera (ION Orchard),146,Orchard,10,"Kopitiam, Hawker Food",https://www.burpple.com/food-opera-ion-orchard?bp_ref=%2Fsearch%2Fsg
Food Republic (Wisma Atria),183,Orchard,10,"Kopitiam, Hawker Food",https://www.burpple.com/food-republic-19?bp_ref=%2Fsearch%2Fsg
Akashi (Paragon),47,Orchard,40,"Sushi, Japanese",https://www.burpple.com/akashi-japanese-restaurant-paragon?bp_ref=%2Fsearch%2Fsg
La Strada Ristorante,64,Orchard,45,"Italian, Dinner with Drinks, Date Night",https://www.burpple.com/la-strada?bp_ref=%2Fsearch%2Fsg
Orchard Café (Orchard Hotel SIngapore),69,Orchard,70,"Buffets, Good For Groups, Cafes & Coffee",https://www.burpple.com/the-orchard-cafe-orchard-hotel?bp_ref=%2Fsearch%2Fsg
The Connoisseur Concerto (ION Orchard),34,Orchard,20,"Western, Cafes & Coffee, Breakfast & Brunch",https://www.burpple.com/tcc-ion-orchard?bp_ref=%2Fsearch%2Fsg
Jamie's Italian (Forum The Shopping Mall),60,Orchard,30,"Kid Friendly, Pizza, Pasta, Italian, Dinner with Drinks",https://www.burpple.com/jamies-italian-singapore-forum-the-shopping-mall?bp_ref=%2Fsearch%2Fsg
Privé (Wheelock Place),21,Orchard,35,"Western, Breakfast & Brunch, Dinner with Drinks, Good For Groups, Cafes & Coffee, Late Night",https://www.burpple.com/prive-orchard?bp_ref=%2Fsearch%2Fsg
Ayam Bakar Ojolali,15,Orchard,10,"Local Delights, Indonesian, Halal",https://www.burpple.com/ayam-bakar-ojolali?bp_ref=%2Fsearch%2Fsg
Ramen Ten / Shin Tokyo Sushi (Far East Plaza),14,Orchard,,"Ramen, Sushi, Japanese, Halal",https://www.burpple.com/ramen-ten-shin-tokyo-sushi?bp_ref=%2Fsearch%2Fsg
Maison Kayser (Scotts Square),30,Orchard,10,"French, Bread, Desserts, Cafes & Coffee, Cakes, Sandwiches",https://www.burpple.com/maison-kayser?bp_ref=%2Fsearch%2Fsg
Violet Oon Singapore (ION Orchard),46,Orchard,35,"Peranakan, High Tea",https://www.burpple.com/violet-oon-singapore-ion-orchard?bp_ref=%2Fsearch%2Fsg
Uya,80,Orchard,35,Japanese,https://www.burpple.com/uya-singapore?bp_ref=%2Fsearch%2Fsg
OverEasy (Orchard),69,Orchard,45,"Western, Dinner with Drinks, Waffles, Late Night, Good For Groups, Breakfast & Brunch, Cocktails, Burgers",https://www.burpple.com/overeasy-orchard?bp_ref=%2Fsearch%2Fsg
Ah Wok (ION Orchard),2,Orchard,10,"Seafood, Zi Char, Kopitiam, Hawker Food",https://www.burpple.com/ah-wok-seafood-food-opera-ion?bp_ref=%2Fsearch%2Fsg
Bread Society (ION Orchard),74,Orchard,5,Bread,https://www.burpple.com/bread-society?bp_ref=%2Fsearch%2Fsg
Starbucks (Delfi Orchard),16,Orchard,10,Cafes & Coffee,https://www.burpple.com/starbucks-145?bp_ref=%2Fsearch%2Fsg
Teppei Syokudo (ION Orchard),98,Orchard,20,"Chirashi, Japanese",https://www.burpple.com/teppei-syokudo-ion?bp_ref=%2Fsearch%2Fsg
Pita Tree (Orchard),4,Orchard,10,"Middle Eastern, Salads",https://www.burpple.com/pita-tree?bp_ref=%2Fsearch%2Fsg
Hoshino Coffee (ION Orchard),72,Orchard,20,"Japanese, Desserts, Cafes & Coffee",https://www.burpple.com/hoshino-coffee-7?bp_ref=%2Fsearch%2Fsg
Ah Wok (ION Orchard),2,Orchard,10,"Seafood, Zi Char, Kopitiam, Hawker Food",https://www.burpple.com/ah-wok-seafood-food-opera-ion?bp_ref=%2Fsearch%2Fsg
Bread Society (ION Orchard),74,Orchard,5,Bread,https://www.burpple.com/bread-society?bp_ref=%2Fsearch%2Fsg
Starbucks (Delfi Orchard),16,Orchard,10,Cafes & Coffee,https://www.burpple.com/starbucks-145?bp_ref=%2Fsearch%2Fsg
Teppei Syokudo (ION Orchard),98,Orchard,20,"Chirashi, Japanese",https://www.burpple.com/teppei-syokudo-ion?bp_ref=%2Fsearch%2Fsg
Pita Tree (Orchard),4,Orchard,10,"Middle Eastern, Salads",https://www.burpple.com/pita-tree?bp_ref=%2Fsearch%2Fsg
Island Creamery (ION Orchard),8,Orchard,5,"Ice Cream & Yoghurt, Cakes, Desserts",https://www.burpple.com/island-creamery-13?bp_ref=%2Fsearch%2Fsg
Seoul Yummy (ION Orchard),42,Orchard,20,"Korean, Korean Desserts",https://www.burpple.com/ion-orchard-seoul-yummy?bp_ref=%2Fsearch%2Fsg
TWG Tea (ION Orchard),133,Orchard,40,"High Tea, Cakes, Desserts, Breakfast & Brunch",https://www.burpple.com/twg-tea-salon-boutique-5?bp_ref=%2Fsearch%2Fsg
Hard Rock Cafe (Orchard),94,Orchard,35,"Cafes & Coffee, Late Night, Western",https://www.burpple.com/hard-rock-cafe-singapore?bp_ref=%2Fsearch%2Fsg
Putien (ION Orchard),60,Orchard,25,"Good For Groups, Chinese",https://www.burpple.com/putien-ion-orchard?bp_ref=%2Fsearch%2Fsg
Jollibee (Lucky Plaza Level 6),51,Orchard,10,"Fast Food, Halal",https://www.burpple.com/jollibee-13?bp_ref=%2Fsearch%2Fsg
Dunkin' Donuts (ION Orchard),11,Orchard,5,"Desserts, Cafes & Coffee, 1-for-1 Deals, Halal",https://www.burpple.com/dunkin-donuts-ion-orchard?bp_ref=%2Fsearch%2Fsg
Brewerkz (Orchard Parade Hotel),8,Orchard,40,"Bars, Good For Groups, Western, Dinner with Drinks",https://www.burpple.com/brewerkz?bp_ref=%2Fsearch%2Fsg
Huoyanshaiziniu (ION Orchard),4,Orchard,10,"Taiwanese, Steak",https://www.burpple.com/yan-shai-zi-niu-ion?bp_ref=%2Fsearch%2Fsg
Starbucks (ION Orchard),19,Orchard,10,Cafes & Coffee,https://www.burpple.com/starbucks-ion-orchard?bp_ref=%2Fsearch%2Fsg
Akashi (Orchard Parade Hotel),58,Orchard,80,"Sushi, Japanese",https://www.burpple.com/akashi-2?bp_ref=%2Fsearch%2Fsg
Godiva Chocolatier (ION Orchard),23,Orchard,10,"Ice Cream & Yoghurt, Waffles, Desserts, Cafes & Coffee",https://www.burpple.com/godiva-17?bp_ref=%2Fsearch%2Fsg
KOI Thé (ION Orchard),4,Orchard,5,Desserts,https://www.burpple.com/koi-the-ion-orchard?bp_ref=%2Fsearch%2Fsg
Pezzo (ION Orchard),20,Orchard,10,"Pizza, Fast Food",https://www.burpple.com/pezzo-ion?bp_ref=%2Fsearch%2Fsg
Swensen's (ION Orchard),108,Orchard,25,"Ice Cream & Yoghurt, Good For Groups, Western, Desserts, Halal",https://www.burpple.com/swensens-29?bp_ref=%2Fsearch%2Fsg
Awfully Chocolate (ION Orchard),32,Orchard,10,"Cakes, Desserts",https://www.burpple.com/awfully-chocolate-21?bp_ref=%2Fsearch%2Fsg
Häagen-Dazs (ION Orchard),26,Orchard,10,"Ice Cream & Yoghurt, Desserts",https://www.burpple.com/haagen-daz-1?bp_ref=%2Fsearch%2Fsg
Gyoza-Ya (ION Orchard),42,Orchard,25,Japanese,https://www.burpple.com/gyozaya-house?bp_ref=%2Fsearch%2Fsg
KOI Thé (ION Orchard),4,Orchard,5,Desserts,https://www.burpple.com/koi-the-ion-orchard?bp_ref=%2Fsearch%2Fsg
Pezzo (ION Orchard),20,Orchard,10,"Pizza, Fast Food",https://www.burpple.com/pezzo-ion?bp_ref=%2Fsearch%2Fsg
Swensen's (ION Orchard),108,Orchard,25,"Ice Cream & Yoghurt, Good For Groups, Western, Desserts, Halal",https://www.burpple.com/swensens-29?bp_ref=%2Fsearch%2Fsg
Awfully Chocolate (ION Orchard),32,Orchard,10,"Cakes, Desserts",https://www.burpple.com/awfully-chocolate-21?bp_ref=%2Fsearch%2Fsg
Häagen-Dazs (ION Orchard),26,Orchard,10,"Ice Cream & Yoghurt, Desserts",https://www.burpple.com/haagen-daz-1?bp_ref=%2Fsearch%2Fsg
Gyoza-Ya (ION Orchard),42,Orchard,25,Japanese,https://www.burpple.com/gyozaya-house?bp_ref=%2Fsearch%2Fsg
Rocky Master (Delfi Orchard),31,Orchard,15,"Western, Cafes & Coffee, Halal",https://www.burpple.com/rocky-master?bp_ref=%2Fsearch%2Fsg
Piao Xiang Mala (ION Orchard),6,Orchard,15,"Chinese, Hawker Food",https://www.burpple.com/piao-xiang-mala?bp_ref=%2Fsearch%2Fsg
Isle Eating House (Orchard Towers),12,Orchard,5,Hawker Food,https://www.burpple.com/isle-eating-house-orchard-towers?bp_ref=%2Fsearch%2Fsg
Fung Kee Hotdogs (Orchard Towers),8,Orchard,20,"Bars, Western, Supper, Late Night, Cocktails",https://www.burpple.com/fungkeehotdogs?bp_ref=%2Fsearch%2Fsg
M73 Food Court (Orchard Towers),3,Orchard,,"Kopitiam, Hawker Food",https://www.burpple.com/m73-food-court-at-orchard-tower?bp_ref=%2Fsearch%2Fsg
Dong Dae Mun (ION Orchard),3,Orchard,5,"Korean, Fast Food",https://www.burpple.com/dong-dae-mun-1?bp_ref=%2Fsearch%2Fsg
BAKE Cheese Tart (ION Orchard),162,Orchard,5,"Japanese, Desserts",https://www.burpple.com/bake-cheese-tart-singapore?bp_ref=%2Fsearch%2Fsg
